categorias,codigo_categoria,codigo_cliente_fornecedor,codigo_lancamento_integracao,codigo_lancamento_omie,codigo_tipo_documento,data_emissao,data_previsao,data_registro,data_vencimento,distribuicao,id_conta_corrente,id_origem,nCodOS,numero_documento,numero_documento_fiscal,numero_parcela,numero_pedido,operacao,retem_cofins,retem_csll,retem_inss,retem_ir,retem_iss,retem_pis,status_titulo,tipo_agrupamento,valor_cofins,valor_csll,valor_documento,valor_ir,valor_pis,boleto.cGerado,boleto.cNumBancario,boleto.cNumBoleto,boleto.dDtEmBol,boleto.nPerJuros,boleto.nPerMulta,info.cImpAPI,info.dAlt,info.dInc,info.hAlt,info.hInc,info.uAlt,info.uInc,cNumeroContrato,codigo_barras_ficha_compensacao,bloqueado,bloquear_baixa,valor_iss,bloquear_exclusao,codigo_vendedor,Minha Empresa Nome,Minha Empresa CNPJ
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 1381.36}]",1.01.01,1800441181,,2369298776,BOL,01/04/2025,22/04/2025,01/04/2025,22/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 1381.36}]",1801365323,VENR,2369294613.0,RPS 3654,202500000000085,001/001,3834,01,S,S,N,S,N,S,RECEBIDO,I,41.44,13.81,1381.36,20.72,8.98,N,,,,1,2,N,29/04/2025,01/04/2025,14:32:45,15:28:29,P000938853,P000938853,2025/00001,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 95.429477, 'valor': 3131.9}, {'codigo_categoria': '1.04.99', 'percentual': 4.570523, 'valor': 150}]",,1800441133,,2369299483,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 3281.9}]",1801365323,VENR,2369294628.0,"RPS 673, 3655",202500000000086,001/001,3835,01,S,S,N,S,N,S,RECEBIDO,I,93.96,31.32,3281.9,46.98,20.36,N,,,,1,2,N,17/04/2025,01/04/2025,14:42:32,15:28:43,P000938853,P000938853,579,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 97.190222, 'valor': 5188.5}, {'codigo_categoria': '1.04.99', 'percentual': 2.809778, 'valor': 150}]",,1800441138,,2369300208,BOL,01/04/2025,22/04/2025,01/04/2025,22/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 5338.5}]",2200251437,VENR,2369294959.0,"RPS 674, 3656",202500000000087,001/001,3836,01,S,S,N,S,N,S,RECEBIDO,I,155.66,51.89,5338.5,77.83,33.73,S,0011098100000318,0011098100000318,01/04/2025,1,2,N,16/04/2025,01/04/2025,09:08:08,15:28:59,WEBSERVICE,P000938853,581,45090.01006 00031.898802 10410.981400 6 10590000501939,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 92.115969, 'valor': 1752.58}, {'codigo_categoria': '1.04.99', 'percentual': 7.884031, 'valor': 150}]",,1800441146,,2369300940,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 1902.58}]",2200251437,VENR,2369295308.0,"RPS 675, 3657",202500000000088,001/001,3837,01,S,S,N,S,N,S,RECEBIDO,I,52.58,17.53,1902.58,26.29,11.39,S,0011098100000319,0011098100000319,01/04/2025,1,2,N,16/04/2025,01/04/2025,09:23:02,15:29:19,WEBSERVICE,P000938853,582,45090.01006 00031.998800 14910.981902 8 10520000179479,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 84.54182, 'valor': 820.36}, {'codigo_categoria': '1.04.99', 'percentual': 15.45818, 'valor': 150}]",,1800441150,,2369300996,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 970.36}]",2200251437,VENR,2369295651.0,"RPS 676, 3658",202500000000089,001/001,3838,01,S,S,N,S,N,S,RECEBIDO,I,24.61,8.2,970.36,12.31,5.33,S,0011098100000320,0011098100000320,01/04/2025,1,2,N,16/04/2025,01/04/2025,09:23:10,15:29:33,WEBSERVICE,P000938853,583,45090.01006 00032.098808 18510.981204 1 10520000091991,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 93.42336, 'valor': 2130.8}, {'codigo_categoria': '1.04.99', 'percentual': 6.57664, 'valor': 150}]",,1801298119,,2369301049,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 2280.8}]",2200251437,VENR,2369296007.0,"RPS 677, 3659",202500000000090,001/001,3839,01,S,S,N,S,N,S,RECEBIDO,I,63.92,21.31,2280.8,31.96,13.85,S,0011098100000321,0011098100000321,01/04/2025,1,2,N,16/04/2025,01/04/2025,09:08:12,15:29:47,WEBSERVICE,P000938853,584,45090.01006 00032.198806 21210.981706 7 10520000214976,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 83.353864, 'valor': 751.11}, {'codigo_categoria': '1.04.99', 'percentual': 16.646136, 'valor': 150}]",,1800441173,,2369301094,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 901.11}]",1801365323,VENR,2369296342.0,"RPS 678, 3660",202500000000091,001/001,3840,01,S,S,N,S,N,S,RECEBIDO,I,22.53,7.51,901.11,11.27,4.88,N,,,,1,2,N,17/04/2025,01/04/2025,14:43:54,15:30:01,P000938853,P000938853,585,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 83.428753, 'valor': 1283.81}, {'codigo_categoria': '1.04.99', 'percentual': 16.571247, 'valor': 255}]",,1800441177,,2369301210,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 1538.81}]",2200251437,VENR,2369296689.0,"RPS 679, 3661",202500000000092,001/001,3841,01,S,S,N,S,N,S,RECEBIDO,I,38.51,12.84,1538.81,19.26,8.34,S,0011098100000323,0011098100000323,01/04/2025,1,2,N,16/04/2025,01/04/2025,09:23:19,15:30:18,WEBSERVICE,P000938853,586,45090.01006 00032.398802 29210.981600 1 10520000145986,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 59.040093, 'valor': 367.56}, {'codigo_categoria': '1.04.99', 'percentual': 40.959907, 'valor': 255}]",,1801298123,,2369301304,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 622.56}]",2200251437,VENR,2369297023.0,"RPS 680, 3662",202500000000093,001/001,3842,01,S,S,N,N,N,S,RECEBIDO,I,11.03,3.68,622.56,,2.39,S,0011098100000324,0011098100000324,01/04/2025,1,2,N,16/04/2025,01/04/2025,09:23:20,15:30:33,WEBSERVICE,P000938853,590,45090.01006 00032.498800 32210.981802 1 10520000060546,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 86.34141, 'valor': 948.21}, {'codigo_categoria': '1.04.99', 'percentual': 13.65859, 'valor': 150}]",,1800441181,,2369301395,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 1098.21}]",2200251437,VENR,2369297360.0,"RPS 681, 3663",202500000000094,001/001,3843,01,S,S,N,S,N,S,ATRASADO,I,28.45,9.48,1098.21,14.22,6.16,N,,,,1,2,N,19/06/2025,01/04/2025,21:14:49,15:30:51,WEBSERVICE,P000938853,593,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 82.635271, 'valor': 713.82}, {'codigo_categoria': '1.04.99', 'percentual': 17.364729, 'valor': 150}]",,1800441189,,2369301440,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 863.82}]",1801365323,VENR,2369297723.0,"RPS 682, 3664",202500000000095,001/001,3844,01,S,S,N,S,N,S,RECEBIDO,I,21.41,7.14,863.82,10.71,4.64,N,,,,1,2,N,17/04/2025,01/04/2025,14:41:34,15:31:06,P000938853,P000938853,597,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 83.053337, 'valor': 735.13}, {'codigo_categoria': '1.04.99', 'percentual': 16.946663, 'valor': 150}]",,1800441195,,2369301563,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 885.13}]",2200251437,VENR,2369298082.0,"RPS 683, 3665",202500000000096,001/001,3845,01,S,S,N,S,N,S,RECEBIDO,I,22.05,7.35,885.13,11.03,4.78,S,0011098100000327,0011098100000327,01/04/2025,1,2,N,15/04/2025,01/04/2025,08:34:06,15:31:21,WEBSERVICE,P000938853,598,45090.01006 00032.798803 43710.981309 3 10520000083992,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 29.468385, 'valor': 106.54}, {'codigo_categoria': '1.04.99', 'percentual': 70.531615, 'valor': 255}]",,1801298131,,2369301623,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 361.54}]",2200251437,VENR,2369298441.0,"RPS 684, 3666",202500000000097,001/001,3846,01,N,N,N,N,N,N,RECEBIDO,I,,,361.54,,,S,0011098100000328,0011098100000328,01/04/2025,1,2,N,16/04/2025,01/04/2025,09:23:55,15:31:35,WEBSERVICE,P000938853,599,45090.01006 00032.898801 47710.981201 2 10520000036154,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 72.147889, 'valor': 660.55}, {'codigo_categoria': '1.04.99', 'percentual': 27.852111, 'valor': 255}]",,1800441199,,2369301708,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 915.55}]",1801365323,VENR,2369298798.0,"RPS 685, 3667",202500000000098,001/001,3847,01,S,S,N,N,N,S,RECEBIDO,I,19.82,6.61,915.55,,4.29,N,,,,1,2,N,17/04/2025,01/04/2025,14:40:50,15:31:49,P000938853,P000938853,600,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 78.028417, 'valor': 532.7}, {'codigo_categoria': '1.04.99', 'percentual': 21.971583, 'valor': 150}]",,1801298135,,2369301867,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 682.7}]",1801365323,VENR,2369299143.0,"RPS 686, 3668",202500000000099,001/001,3848,01,S,S,N,N,N,S,RECEBIDO,I,15.98,5.33,682.7,,3.46,N,,,,1,2,N,17/04/2025,01/04/2025,14:49:13,15:32:07,P000938853,P000938853,602,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 71.017853, 'valor': 367.56}, {'codigo_categoria': '1.04.99', 'percentual': 28.982147, 'valor': 150}]",,1800441203,,2369302015,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 517.56}]",1801365323,VENR,2369299501.0,"RPS 687, 3669",202500000000100,001/001,3849,01,S,S,N,N,N,S,RECEBIDO,I,11.03,3.68,517.56,,2.39,N,,,,1,2,N,17/04/2025,01/04/2025,14:48:28,15:32:25,P000938853,P000938853,604,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 79.909459, 'valor': 596.62}, {'codigo_categoria': '1.04.99', 'percentual': 20.090541, 'valor': 150}]",,1891772147,,2369302301,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 746.62}]",2200251437,VENR,2369299855.0,"RPS 688, 3670",202500000000101,001/001,3850,01,S,S,N,N,N,S,RECEBIDO,I,17.9,5.97,746.62,,3.88,S,0011098100000332,0011098100000332,01/04/2025,1,2,N,15/04/2025,01/04/2025,08:34:07,15:32:43,WEBSERVICE,P000938853,627,45090.01006 00033.298803 62110.981909 2 10520000071887,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 77.320492, 'valor': 511.39}, {'codigo_categoria': '1.04.99', 'percentual': 22.679508, 'valor': 150}]",,1801298151,,2369302434,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 661.39}]",2200251437,VENR,2369300209.0,"RPS 689, 3671",202500000000102,001/001,3851,01,S,S,N,N,N,S,RECEBIDO,I,15.34,5.11,661.39,,3.32,S,0011098100000333,0011098100000333,01/04/2025,1,2,N,16/04/2025,01/04/2025,09:09:13,15:32:58,WEBSERVICE,P000938853,714,45090.01006 00033.398801 65910.981201 4 10520000063762,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 73.47527, 'valor': 415.51}, {'codigo_categoria': '1.04.99', 'percentual': 26.52473, 'valor': 150}]",,1801298171,,2369302571,BOL,01/04/2025,15/04/2025,01/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 565.51}]",1801365323,VENR,2369300589.0,"RPS 690, 3672",202500000000103,001/001,3852,01,S,S,N,N,N,S,RECEBIDO,I,12.47,4.16,565.51,,2.7,N,,,,1,2,N,22/04/2025,01/04/2025,16:14:31,15:33:15,P000938853,P000938853,869,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.91', 'percentual': 100, 'valor': 300}]",1.01.91,1800441177,,2369554743,BOL,02/04/2025,15/04/2025,02/04/2025,15/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 300}]",2200251437,VENR,2369552563.0,RPS 3673,202500000000104,001/001,3853,01,S,S,N,N,N,S,ATRASADO,I,9.0,3.0,300.0,,1.95,N,,,,1,2,N,19/06/2025,02/04/2025,21:14:54,15:14:07,WEBSERVICE,P000938853,,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 100, 'valor': 5000}]",1.01.98,2016162951,,2376512284,BOL,07/04/2025,24/04/2025,07/04/2025,24/04/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 5000}]",2200251437,VENR,2376511702.0,RPS 3674,202500000000105,001/001,3854,01,S,S,N,S,N,S,CANCELADO,I,150.0,50.0,5000.0,75.0,32.5,N,,,,1,2,N,07/04/2025,07/04/2025,17:45:11,17:00:21,P000487600,P000938853,,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 82.527461, 'valor': 708.49}, {'codigo_categoria': '1.04.99', 'percentual': 17.472539, 'valor': 150}]",,1924192021,,2389391105,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 858.49}]",2200251437,VENR,2389385522.0,"RPS 691, 3675",202500000000106,001/001,3855,01,S,S,N,S,N,S,RECEBIDO,I,21.25,7.08,858.49,10.63,4.61,S,0021098100000344,0021098100000344,02/05/2025,1,2,N,16/05/2025,02/05/2025,08:47:07,18:32:12,WEBSERVICE,P000938853,2023/00003,45090.02004 00034.406579 07810.981105 6 10820000081492,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 1381.36}]",1.01.01,1800441181,,2389391800,BOL,02/05/2025,20/05/2025,02/05/2025,20/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 1381.36}]",2200251437,VENR,2389385849.0,RPS 3676,202500000000107,001/001,3856,01,S,S,N,S,N,S,RECEBIDO,I,41.44,13.81,1381.36,20.72,8.98,S,0021098100000345,0021098100000345,02/05/2025,1,2,N,23/05/2025,02/05/2025,16:22:32,18:32:33,P000938853,P000938853,2025/00001,45090.02004 00034.506576 10010.981008 3 10870000129641,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 95.429477, 'valor': 3131.9}, {'codigo_categoria': '1.04.99', 'percentual': 4.570523, 'valor': 150}]",,1800441133,,2389391836,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 3281.9}]",2200251437,VENR,2389385857.0,"RPS 692, 3677",202500000000108,001/001,3857,01,S,S,N,S,N,S,RECEBIDO,I,93.96,31.32,3281.9,46.98,20.36,S,0021098100000346,0021098100000346,02/05/2025,1,2,N,16/05/2025,02/05/2025,08:35:17,18:32:46,WEBSERVICE,P000938853,579,45090.02004 00034.606574 12010.981400 2 10820000308928,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 97.190222, 'valor': 5188.5}, {'codigo_categoria': '1.04.99', 'percentual': 2.809778, 'valor': 150}]",,1800441138,,2389391878,BOL,02/05/2025,20/05/2025,02/05/2025,20/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 5338.5}]",2200251437,VENR,2389386184.0,"RPS 693, 3678",202500000000109,001/001,3858,01,S,S,N,S,N,S,RECEBIDO,I,155.66,51.89,5338.5,77.83,33.73,S,0021098100000347,0021098100000347,02/05/2025,1,2,N,16/05/2025,02/05/2025,08:32:40,18:32:59,WEBSERVICE,P000938853,581,45090.02004 00034.706572 14110.981702 1 10870000501939,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 92.115969, 'valor': 1752.58}, {'codigo_categoria': '1.04.99', 'percentual': 7.884031, 'valor': 150}]",,1800441146,,2389391914,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 1902.58}]",2200251437,VENR,2389386511.0,"RPS 694, 3679",202500000000110,001/001,3859,01,S,S,N,S,N,S,CANCELADO,I,52.58,17.53,1902.58,26.29,11.39,N,,,,1,2,N,13/05/2025,02/05/2025,14:29:04,18:33:13,P000938853,P000938853,582,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 84.54182, 'valor': 820.36}, {'codigo_categoria': '1.04.99', 'percentual': 15.45818, 'valor': 150}]",,1800441150,,2389391956,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 970.36}]",2200251437,VENR,2389386839.0,"RPS 695, 3680",202500000000111,001/001,3860,01,S,S,N,S,N,S,RECEBIDO,I,24.61,8.2,970.36,12.31,5.33,S,0021098100000349,0021098100000349,02/05/2025,1,2,N,16/05/2025,02/05/2025,08:47:08,18:33:29,WEBSERVICE,P000938853,583,45090.02004 00034.906578 18310.981206 7 10820000091991,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 93.42336, 'valor': 2130.8}, {'codigo_categoria': '1.04.99', 'percentual': 6.57664, 'valor': 150}]",,1801298119,,2389391994,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 2280.8}]",2200251437,VENR,2389387169.0,"RPS 696, 3681",202500000000112,001/001,3861,01,S,S,N,S,N,S,RECEBIDO,I,63.92,21.31,2280.8,31.96,13.85,S,0021098100000350,0021098100000350,02/05/2025,1,2,N,16/05/2025,02/05/2025,08:32:37,18:33:43,WEBSERVICE,P000938853,584,45090.02004 00035.006576 19910.981208 7 10820000214976,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 83.353864, 'valor': 751.11}, {'codigo_categoria': '1.04.99', 'percentual': 16.646136, 'valor': 150}]",,1800441173,,2389392034,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 901.11}]",2200251437,VENR,2389387497.0,"RPS 697, 3682",202500000000113,001/001,3862,01,S,S,N,S,N,S,RECEBIDO,I,22.53,7.51,901.11,11.27,4.88,S,0021098100000351,0021098100000351,02/05/2025,1,2,N,16/05/2025,02/05/2025,08:35:14,18:33:57,WEBSERVICE,P000938853,585,45090.02004 00035.106574 20910.981800 8 10820000085492,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 83.428753, 'valor': 1283.81}, {'codigo_categoria': '1.04.99', 'percentual': 16.571247, 'valor': 255}]",,1800441177,,2389392084,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 1538.81}]",2200251437,VENR,2389387830.0,"RPS 698, 3683",202500000000114,001/001,3863,01,S,S,N,S,N,S,RECEBIDO,I,38.51,12.84,1538.81,19.26,8.34,S,0021098100000352,0021098100000352,02/05/2025,1,2,N,16/05/2025,02/05/2025,08:46:55,18:34:12,WEBSERVICE,P000938853,586,45090.02004 00035.206572 21910.981402 8 10820000145986,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 59.040093, 'valor': 367.56}, {'codigo_categoria': '1.04.99', 'percentual': 40.959907, 'valor': 255}]",,1801298123,,2389392135,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 622.56}]",2200251437,VENR,2389388157.0,"RPS 699, 3684",202500000000115,001/001,3864,01,S,S,N,N,N,S,RECEBIDO,I,11.03,3.68,622.56,,2.39,S,0021098100000353,0021098100000353,02/05/2025,1,2,N,16/05/2025,02/05/2025,08:34:01,18:34:25,WEBSERVICE,P000938853,590,45090.02004 00035.306570 22710.981204 5 10820000060546,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 86.34141, 'valor': 948.21}, {'codigo_categoria': '1.04.99', 'percentual': 13.65859, 'valor': 150}]",,1800441181,,2389392178,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 1098.21}]",2200251437,VENR,2389388484.0,"RPS 700, 3685",202500000000116,001/001,3865,01,S,S,N,S,N,S,RECEBIDO,I,28.45,9.48,1098.21,14.22,6.16,S,0021098100000354,0021098100000354,02/05/2025,1,2,N,13/05/2025,02/05/2025,09:02:37,18:34:39,WEBSERVICE,P000938853,593,45090.02004 00035.406578 23310.981206 3 10820000103990,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 82.635271, 'valor': 713.82}, {'codigo_categoria': '1.04.99', 'percentual': 17.364729, 'valor': 150}]",,1800441189,,2389392218,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 863.82}]",2200251437,VENR,2389388811.0,"RPS 701, 3686",202500000000117,001/001,3866,01,S,S,N,S,N,S,RECEBIDO,I,21.41,7.14,863.82,10.71,4.64,S,0021098100000355,0021098100000355,02/05/2025,1,2,N,13/05/2025,02/05/2025,09:03:04,18:34:52,WEBSERVICE,P000938853,597,45090.02004 00035.506575 24310.981709 2 10820000081992,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 83.053337, 'valor': 735.13}, {'codigo_categoria': '1.04.99', 'percentual': 16.946663, 'valor': 150}]",,1800441195,,2389392260,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 885.13}]",2200251437,VENR,2389389138.0,"RPS 702, 3687",202500000000118,001/001,3867,01,S,S,N,S,N,S,RECEBIDO,I,22.05,7.35,885.13,11.03,4.78,S,0021098100000356,0021098100000356,02/05/2025,1,2,N,16/05/2025,02/05/2025,08:32:56,18:35:05,WEBSERVICE,P000938853,598,45090.02004 00035.606573 24910.981901 1 10820000083992,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 29.468385, 'valor': 106.54}, {'codigo_categoria': '1.04.99', 'percentual': 70.531615, 'valor': 255}]",,1801298131,,2389392326,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 361.54}]",2200251437,VENR,2389389465.0,"RPS 703, 3688",202500000000119,001/001,3868,01,N,N,N,N,N,N,RECEBIDO,I,,,361.54,,,S,0021098100000357,0021098100000357,02/05/2025,1,2,N,16/05/2025,02/05/2025,08:47:31,18:35:19,WEBSERVICE,P000938853,599,45090.02004 00035.706571 26110.981003 1 10820000036154,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 72.147889, 'valor': 660.55}, {'codigo_categoria': '1.04.99', 'percentual': 27.852111, 'valor': 255}]",,1800441199,,2389392422,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 915.55}]",2200251437,VENR,2389389792.0,"RPS 704, 3689",202500000000120,001/001,3869,01,S,S,N,N,N,S,RECEBIDO,I,19.82,6.61,915.55,,4.29,S,0021098100000358,0021098100000358,02/05/2025,1,2,N,13/05/2025,02/05/2025,09:02:07,18:35:33,WEBSERVICE,P000938853,600,45090.02004 00035.806579 27310.981405 9 10820000088483,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 78.028417, 'valor': 532.7}, {'codigo_categoria': '1.04.99', 'percentual': 21.971583, 'valor': 150}]",,1801298135,,2389392534,BOL,02/05/2025,15/05/2025,02/05/2025,15/05/2025,"[{'cCodDep': '2260778136', 'cDesDep': 'Contabilidade', 'nPerDep': 100, 'nValDep': 682.7}]",2200251437,VENR,2389390119.0,"RPS 705, 3690",202500000000121,001/001,3870,01,S,S,N,N,N,S,RECEBIDO,I,15.98,5.33,682.7,,3.46,S,0021098100000359,0021098100000359,02/05/2025,1,2,N,27/05/2025,02/05/2025,08:38:20,18:35:47,WEBSERVICE,P000938853,602,45090.02004 00035.906577 28110.981207 3 10820000065793,,,,,,E-contábil,42.974.955/0001-90
